month,enterprise_id,name,total images,direct qc_done,qced_images,incorrect_images,true_accuracy,post_qc_tool_accuracy,customer_segment
May-26,QJC7Y1H68,Bergstrom Automotive,"196,819","100,540","96,279","8,897", 90.76 %,99.62%,Ent
May-26,TTUPJL4CX,Mega Dealer,"27,507","27,507",0,0,,,Resellers
May-26,a0006315a,"Hewlett Volkswagen, LP","8,231",720,"7,511","1,341", 82.15 %,99.73%,Ent
May-26,a08522c45,SLEEK CARS LIMITED,129,18,111,10, 90.99 %,99.1%,SMB
May-26,a08cdd6df,Worldwide Motors LTD dba Paragon Acura,"4,245","1,666","2,579",330, 87.2 %,98.57%,Ent
May-26,a09261ad1,EV Car Company,"1,230",19,"1,211",106, 91.25 %,99.83%,SMB
May-26,a1b6f03f4,Ashland Auto Sales,573,0,573,102, 82.2 %,100%,SMB
May-26,a23023f71,Wonderstream LDA,297,7,290,43, 85.17 %,97.59%,SMB
May-26,a2941db1d,Ideal Cars,"35,367","13,165","22,202","2,073", 90.66 %,98.99%,Ent
May-26,a3883dd65,EWIGO Saint-Maur-des-Fossés,"1,028","1,028",0,0,,,SMB
May-26,a3a20bdb2,615 Auto Sales INC,"1,773",200,"1,573",44, 97.2 %,100%,SMB
May-26,a45469aae,Performance Auto Group,"16,045",920,"15,125",745, 95.07 %,99.71%,Ent
May-26,a4e592040,Lambert Buick GMC Inc,"11,724","6,926","4,798",644, 86.58 %,99.46%,Mid
May-26,a51dd1815,Great Lakes Auto Group,"25,316","12,478","12,838",998, 92.23 %,99.93%,Ent
May-26,a520a773d,Knightsbridge Motors Limited,190,0,190,16, 91.58 %,99.47%,Ent
May-26,a5c8cdf57,MY NAGHI,"1,642",279,"1,363",217, 84.08 %,96.04%,Ent
May-26,a5d8dc7f9,Icon Motors Group of Framingham,"3,093",9,"3,084",714, 76.85 %,97.86%,Mid
May-26,a5fd1217b,Koudijs Auto's B.V.,279,279,0,0,,,Ent
May-26,a69009a5c,DRIVE MOTOR GROUP SA,237,142,95,7, 92.63 %,98.95%,SMB
May-26,a73715f5b,Rim Revolution LLC,"19,624",0,"19,624","1,911", 90.26 %,99.3%,Resellers
May-26,a831d9c35,orr chevy cadillac,"2,439",119,"2,320",230, 90.09 %,99.74%,Resellers
May-26,a87e85346,Vendor Finance Ireland Limited trading as All Set ,295,43,252,30, 88.1 %,99.6%,SMB
May-26,a89d0cdbc,Audi Cape Fear,"4,575",107,"4,468",380, 91.5 %,99.73%,Ent
May-26,a8c93bf9f,Towne Ford Inc,"4,807",191,"4,616",627, 86.42 %,98.98%,Ent
May-26,ab1d7d184,SAARRTH PEHLIGAADI PRIVATE LIMITED,222,222,0,0,,,SMB
May-26,ab71c1f45,Njord ApS,122,0,122,6, 95.08 %,100%,SMB
May-26,ac7aa888c,Columbus Motorcars LLC DBA - Great Lakes Hyundai o,454,276,178,21, 88.2 %,100%,Ent
May-26,acb5f83e1,McGrath Acura of Westmont (Mcgrath Imports),"5,669","1,976","3,693",513, 86.11 %,99.92%,Ent
May-26,acd986f51,Platinum Cars,"1,278",146,"1,132",130, 88.52 %,99.65%,SMB
May-26,ad0b45242,Hawaii Car,749,0,749,64, 91.46 %,99.07%,SMB
May-26,ad2559dcd,"Knapp Chevrolet, Inc.","2,962","1,924","1,038",171, 83.53 %,97.3%,Mid
May-26,ad4f39a5b,Autova,"1,956",669,"1,287",108, 91.61 %,99.92%,SMB
May-26,aec6e372f,Grand Motorcars,197,197,0,0,,,Ent
May-26,aef07d3d0,Juettner Motors Inc.,"1,670",437,"1,233",220, 82.16 %,96.43%,Mid
May-26,af4625a1f,Northwest Indiana Auto Finance,"8,538","2,653","5,885","1,360", 76.89 %,96.67%,Mid
May-26,b01c03e40,NJ Auto Haus,"2,643",67,"2,576",290, 88.74 %,99.46%,SMB
May-26,b047d91bc,Bob Allen Ford- Ottawa,"1,285",661,624,32, 94.87 %,99.84%,Mid
May-26,b05fa7383,Petersen CDJR,"1,533",40,"1,493",205, 86.27 %,98.93%,Mid
May-26,b0cf1df81,MB Motors,"9,460","2,806","6,654",388, 94.17 %,99.85%,SMB
May-26,b0f6c6e3e,Integrity Auto Sales,"3,730",57,"3,673",278, 92.43 %,99.75%,SMB
May-26,b2c4495ce,Bosstown Motors,765,6,759,117, 84.58 %,99.74%,SMB
May-26,b2dd27a91,Car Central Inc.,"2,050",0,"2,050",99, 95.17 %,99.71%,SMB
May-26,b3b685b8c,Reliance Motor Group LLC,767,4,763,56, 92.66 %,99.08%,SMB
May-26,b4745ec79,Novacti,"9,503","4,445","5,058",315, 93.77 %,99.94%,Ent
May-26,b4ee6788e,"Subaru of Columbia (CMSUB, LLC)","2,336",12,"2,324",355, 84.72 %,99.78%,Ent
May-26,b542e23cc,Autmotive Marketing Solution - Main,"23,779","2,477","21,302","1,878", 91.18 %,99.94%,Resellers
May-26,b544eb5bf,Hatimi Auto LLC,"1,582",0,"1,582",197, 87.55 %,97.79%,SMB
May-26,b5495fced,Gene Langley Ford,"1,245",0,"1,245",183, 85.3 %,99.52%,Mid
May-26,b58cdc75a,Hélder Campos Unipessoal Lda,11,0,11,2, 81.82 %,100%,SMB
May-26,b5b6954c4,Landers Dodge Chrysler Jeep RAM,"3,880",499,"3,381",161, 95.24 %,99.91%,Ent
May-26,b6ca2fb16,Eastern Digital,271,0,271,56, 79.34 %,99.63%,Resellers
May-26,b733cdf5d,Jenkins Auto Group,"149,207","60,695","88,512","9,672", 89.07 %,99.63%,Ent
May-26,b73a70d16,Dream Automotive,"3,730",30,"3,700",357, 90.35 %,99.65%,Ent
May-26,b7982f335,National Auto Trust Company,"12,118","8,047","4,071",415, 89.81 %,97.94%,Ent
May-26,b81a8498a,Cornhusker Auto Center,"8,761","5,100","3,661",636, 82.63 %,99.21%,Ent
May-26,b8f607c5f,Car City INC,"2,526",931,"1,595",131, 91.79 %,99.69%,SMB
May-26,b91043104,Island Auto Sales,"1,601",932,669,15, 97.76 %,99.7%,SMB
May-26,b9949e885,Main Street Motors,730,0,730,93, 87.26 %,99.86%,SMB
May-26,b9eeb4ac3,Pee Dee Auto Sales,"2,350",976,"1,374",147, 89.3 %,99.2%,SMB
May-26,b9ef6e63e,Bapchild Motoring World (Kent) Limited,"64,644",0,"64,644","3,992", 93.82 %,99.52%,Ent
