month,enterprise_id,name,total images,direct qc_done,qced_images,incorrect_images,true_accuracy,post_qc_tool_accuracy,customer_segment
Mar-26,9677b7758,mears auto group,"15,694","2,094","13,600",601, 95.58 %,99.76%,Ent
Mar-26,969eddb11,Highline Motors Cars Corp,"3,338",817,"2,521",141, 94.41 %,99.72%,SMB
Mar-26,96d596c79,Starling Chevrolet,"41,637","23,180","18,457","1,002", 94.57 %,99.47%,Ent
Mar-26,970376e28,Car Central,"9,430","4,918","4,512",721, 84.02 %,97.78%,Ent
Mar-26,970786977,Soave Automotive Group,"9,168","1,586","7,582",277, 96.35 %,99.72%,Ent
Mar-26,9721a8a9a,Haley Automotive Group,"1,892",682,"1,210",60, 95.04 %,99.75%,Ent
Mar-26,9760K371U,DealerVision.com,"310,077","66,322","243,755","19,518", 91.99 %,99.45%,Resellers
Mar-26,97a3730b9,Capital City CDJR,"1,226",0,"1,226",92, 92.5 %,99.35%,Ent
Mar-26,98466e739,International Auto Sales,201,15,186,15, 91.94 %,99.46%,SMB
Mar-26,999754aca,The Ford Store Morgan Hill,"1,662",444,"1,218",54, 95.57 %,99.92%,Mid
Mar-26,999d5f35f,Carz.je,100,0,100,4, 96 %,100%,SMB
Mar-26,99c36f997,Homan Auto Sales Inc,"3,443","1,234","2,209",234, 89.41 %,99.28%,Ent
Mar-26,99f1c5c5d,Waco Hyundai,"1,976",836,"1,140",171, 85 %,99.82%,Mid
Mar-26,9a5f6bcc0,Marthaler Honda,"2,728",0,"2,728",250, 90.84 %,99.45%,Mid
Mar-26,9a87bacd4,Dean Carter Chevrolet,"4,835","2,472","2,363",217, 90.82 %,99.28%,Mid
Mar-26,9aaa4f1f4,Wiz Leasing Inc,"5,252","2,100","3,152",434, 86.23 %,98.79%,Ent
Mar-26,9cafef7cb,County Ford,"6,076",154,"5,922",635, 89.28 %,98.87%,Mid
Mar-26,9d7892a1e,Auto Gallery Automotive Group,"3,516",96,"3,420",291, 91.49 %,99.42%,Ent
Mar-26,9dd47c139,BP AUTO FINDERS,808,34,774,81, 89.53 %,98.97%,SMB
Mar-26,9dd9791eb,dimmitt automotive-bentley tampa bay,446,0,446,48, 89.24 %,99.33%,Ent
Mar-26,9e2cd9630,"Wallingford Auto Park, Inc.","1,594",0,"1,594",99, 93.79 %,99.75%,SMB
Mar-26,9f9d43dd0,Haldeman Lexus of Princeton,"2,031",315,"1,716",353, 79.43 %,99.07%,Ent
Mar-26,BSX8R2QBJ,Yoga Cars,"2,778",1,"2,777",207, 92.55 %,97.23%,Resellers
Mar-26,EJ6FA0JMV,UNIDAS LOCADORA S.A.,"20,306","20,306",0,0,,,Ent
Mar-26,PGW2JAK2G,Northpoint Toyota _ Australia,633,0,633,65, 89.73 %,99.37%,Mid
Mar-26,QJC7Y1H68,Bergstrom Automotive,"141,006","54,043","86,963","5,929", 93.18 %,99.03%,Ent
Mar-26,TTUPJL4CX,Mega Dealer,"20,452","20,452",0,0,,,Resellers
Mar-26,a0006315a,"Hewlett Volkswagen, LP","6,054",897,"5,157",588, 88.6 %,99.36%,Ent
Mar-26,a08522c45,SLEEK CARS LIMITED,206,1,205,23, 88.78 %,96.1%,SMB
Mar-26,a08cdd6df,Worldwide Motors LTD dba Paragon Acura,"6,135","1,991","4,144",492, 88.13 %,97.56%,Ent
Mar-26,a09261ad1,EV Car Company,"1,440",108,"1,332",107, 91.97 %,98.72%,SMB
Mar-26,a1b6f03f4,Ashland Auto Sales,785,0,785,41, 94.78 %,99.62%,SMB
Mar-26,a2052f41c,Tonkin Gladstone Hyundai,"2,389","2,389",0,0,,,Mid
Mar-26,a23023f71,Wonderstream LDA,354,5,349,43, 87.68 %,96.56%,SMB
Mar-26,a3883dd65,EWIGO Saint-Maur-des-Fossés,302,302,0,0,,,SMB
Mar-26,a3a20bdb2,615 Auto Sales INC,"2,307",188,"2,119",44, 97.92 %,99.95%,SMB
Mar-26,a45469aae,Performance Auto Group,"14,918",127,"14,791",572, 96.13 %,99.2%,Ent
Mar-26,a4e592040,Lambert Buick GMC Inc,"11,990","6,882","5,108",698, 86.34 %,99.08%,Mid
Mar-26,a51dd1815,Great Lakes Auto Group,"18,014","7,384","10,630",560, 94.73 %,99.66%,Ent
Mar-26,a520a773d,Knightsbridge Motors Limited,169,0,169,0, 100 %,100%,Ent
Mar-26,a5c8cdf57,MY NAGHI,"1,197",352,845,117, 86.15 %,99.05%,Ent
Mar-26,a5d8dc7f9,Icon Motors Group of Framingham,"3,101",0,"3,101",526, 83.04 %,98.84%,Mid
Mar-26,a5fd1217b,Koudijs Auto's B.V.,259,259,0,0,,,Ent
Mar-26,a69009a5c,DRIVE MOTOR GROUP SA,334,176,158,28, 82.28 %,86.08%,SMB
Mar-26,a73715f5b,Rim Revolution LLC,"21,600",0,"21,600","1,762", 91.84 %,99.23%,Resellers
Mar-26,a831d9c35,orr chevy cadillac,"2,462",123,"2,339",190, 91.88 %,99.32%,Resellers
Mar-26,a87e85346,Vendor Finance Ireland Limited trading as All Set ,190,18,172,27, 84.3 %,97.09%,SMB
Mar-26,a89d0cdbc,Audi Cape Fear,"4,711",105,"4,606",334, 92.75 %,99.78%,Ent
Mar-26,a8c93bf9f,Towne Ford Inc,"5,137",286,"4,851",327, 93.26 %,99.63%,Ent
Mar-26,ab71c1f45,Njord ApS,"1,407",5,"1,402",95, 93.22 %,99.22%,SMB
Mar-26,ac7aa888c,Columbus Motorcars LLC DBA - Great Lakes Hyundai o,"4,585","2,637","1,948",168, 91.38 %,99.23%,Ent
Mar-26,acb5f83e1,McGrath Acura of Westmont (Mcgrath Imports),"7,342","2,505","4,837",450, 90.7 %,99.9%,Ent
Mar-26,acd986f51,Platinum Cars,"1,612",162,"1,450",131, 90.97 %,99.03%,SMB
Mar-26,ad0b45242,Hawaii Car,527,0,527,28, 94.69 %,98.86%,SMB
Mar-26,ad2559dcd,"Knapp Chevrolet, Inc.","2,583","1,877",706,81, 88.53 %,99.29%,Mid
Mar-26,ad2cd89b1,"National Motors, Inc.",126,74,52,10, 80.77 %,96.15%,Mid
Mar-26,ad4f39a5b,Autova,758,253,505,36, 92.87 %,99.41%,SMB
Mar-26,aef07d3d0,Juettner Motors Inc.,"3,317","1,159","2,158",321, 85.13 %,98.1%,Mid
Mar-26,af4625a1f,Northwest Indiana Auto Finance,"3,384",950,"2,434",593, 75.64 %,97.45%,Mid
Mar-26,b01c03e40,NJ Auto Haus,"4,022",0,"4,022",376, 90.65 %,98.86%,SMB
Mar-26,b047d91bc,Bob Allen Ford- Ottawa,"1,670",902,768,90, 88.28 %,98.83%,Mid
Mar-26,b05fa7383,Petersen CDJR,"1,497",18,"1,479",181, 87.76 %,99.05%,Mid
Mar-26,b0cf1df81,MB Motors,8,8,0,0,,,SMB
Mar-26,b0f6c6e3e,Integrity Auto Sales,24,24,0,0,,,SMB
Mar-26,b1a3a9398,Energetic Exotics,386,52,334,20, 94.01 %,97.9%,SMB
Mar-26,b2c4495ce,Bosstown Motors,676,23,653,97, 85.15 %,97.24%,SMB
Mar-26,b2dd27a91,Car Central Inc.,"2,006",0,"2,006",154, 92.32 %,99.55%,SMB
Mar-26,b3b685b8c,Reliance Motor Group LLC,624,3,621,20, 96.78 %,99.84%,SMB
Mar-26,b4745ec79,Novacti,"5,761",22,"5,739",514, 91.04 %,99.37%,Ent
Mar-26,b4ee6788e,"Subaru of Columbia (CMSUB, LLC)","1,993",20,"1,973",183, 90.72 %,99.19%,Ent
Mar-26,b542e23cc,Autmotive Marketing Solution - Main,"26,043","2,160","23,883","1,536", 93.57 %,99.74%,Resellers
Mar-26,b544eb5bf,Hatimi Auto LLC,"1,039",0,"1,039",132, 87.3 %,97.98%,SMB
Mar-26,b5495fced,Gene Langley Ford,795,0,795,135, 83.02 %,98.99%,Mid
Mar-26,b58cdc75a,Hélder Campos Unipessoal Lda,49,0,49,6, 87.76 %,100%,SMB
Mar-26,b5b6954c4,Landers Dodge Chrysler Jeep RAM,"7,672","1,056","6,616",233, 96.48 %,99.68%,Ent
Mar-26,b6ca2fb16,Eastern Digital,141,63,78,12, 84.62 %,100%,Resellers
Mar-26,b702defc1,Lambros Papasavvas & Co LTD,148,0,148,23, 84.46 %,100%,SMB
Mar-26,b733cdf5d,Jenkins Auto Group,"144,178","60,312","83,866","8,372", 90.02 %,99.24%,Ent
Mar-26,b73a70d16,Dream Automotive,"3,863",0,"3,863",279, 92.78 %,99.33%,Ent
Mar-26,b7982f335,National Auto Trust Company,"3,675","2,495","1,180",86, 92.71 %,98.64%,Ent
Mar-26,b81a8498a,Cornhusker Auto Center,"8,498","5,140","3,358",360, 89.28 %,99.52%,Ent
Mar-26,b8f607c5f,Car City INC,"3,173","1,160","2,013",135, 93.29 %,98.96%,SMB
Mar-26,b91043104,Island Auto Sales,"1,650","1,095",555,25, 95.5 %,96.76%,SMB
Mar-26,b9949e885,Main Street Motors,983,0,983,54, 94.51 %,99.49%,SMB
Mar-26,b9ef6e63e,Bapchild Motoring World (Kent) Limited,"112,732",0,"112,732","6,553", 94.19 %,99.04%,Ent
Mar-26,bb1d04fd0,Graff Auto Campus,"8,420","3,523","4,897",808, 83.5 %,96.98%,Ent
Mar-26,bb2874744,Buckhannon Toyota,"3,011",0,"3,011",240, 92.03 %,99.1%,Mid
Mar-26,bb63009cf,Apex Automotive Group,"30,630",0,"30,630","1,850", 93.96 %,99.33%,Ent
Mar-26,bd04077c1,Netlook Prod Exterior only ,"84,018","84,018",0,0,,,SMB
Mar-26,bd0d02ef3,Carify Auto Corp,"1,083",1,"1,082",33, 96.95 %,99.72%,SMB
Mar-26,bd1e783db,scoggin dickey cdj (AMS),216,16,200,10, 95 %,100%,Ent
Mar-26,be51c3b05,Subaru of Gwinnett,"4,203",12,"4,191",302, 92.79 %,99.62%,Mid
Mar-26,be8c747b2,Smartlot Solutions,"12,738","2,786","9,952",511, 94.87 %,99.78%,Resellers
Mar-26,c004299e5,Autoplex 2000 and All Star Buick GMC truck,"6,753","2,081","4,672",437, 90.65 %,99.38%,Ent
Mar-26,c062f2a7a,Jaguar Land Rover San Juan,"2,962","1,725","1,237",69, 94.42 %,99.43%,Mid
Mar-26,c1096eb80,Trevinos Auto Mart ltd,"1,586",130,"1,456",99, 93.2 %,99.66%,SMB
Mar-26,c1a8d463e,Northgate Auto company LLC,118,28,90,16, 82.22 %,97.78%,SMB
Mar-26,c26ecd519,AUTOLOAD IT LIMITED,141,0,141,9, 93.62 %,100%,Resellers
Mar-26,c28312b27,Sound auto and finance,285,228,57,2, 96.49 %,100%,SMB
Mar-26,c4fb09929,Phelps Chevrolet,"1,189",516,673,160, 76.23 %,98.96%,Resellers
Mar-26,c5422e5f2,Bolles Motors Inc,715,0,715,120, 83.22 %,99.3%,Mid
Mar-26,c60b76594,Auto Express Credit,"2,380",0,"2,380",54, 97.73 %,99.87%,SMB
Mar-26,c65ca1c67,AUTO CENTRAL - SOLE PROPRIETORSHIP  ( DUBAI BRANCH,"1,150",78,"1,072",59, 94.5 %,98.69%,Ent
Mar-26,c66c3062f,Car Bargain,528,0,528,203, 61.55 %,94.13%,SMB
Mar-26,c6addf730,AC Sportwagen,775,21,754,69, 90.85 %,99.6%,SMB
Mar-26,c7ea6157d,Crown Motors PDX,99,12,87,6, 93.1 %,100%,SMB
Mar-26,c88255cd7,orr nissan (ams),"1,399",0,"1,399",73, 94.78 %,99.93%,Resellers
Mar-26,c8f835d67,Modern Classic Motors INC,"3,315",899,"2,416",164, 93.21 %,99.3%,Mid
Mar-26,c918b11d9,Auto Ocasión Saez,207,0,207,14, 93.24 %,99.52%,SMB
Mar-26,c920d46f9,Asbury Automotive Group,"5,696",418,"5,278",362, 93.14 %,99.75%,Ent
Mar-26,c9ad8d13f,Parks Chevrolet Richmond,"6,073",943,"5,130",556, 89.16 %,98.21%,Ent
Mar-26,ca2345011,Lexus Of Orland,"2,217",0,"2,217",136, 93.87 %,98.74%,Mid
Mar-26,cb2904b17,Taylor BMW,"1,279",164,"1,115",71, 93.63 %,98.48%,Mid
Mar-26,cb3f40a45,Mondial car Sarl,"1,123",8,"1,115",65, 94.17 %,99.46%,SMB
Mar-26,ccf080137,Noblesville Imports,"2,758",215,"2,543",167, 93.43 %,99.72%,SMB
Mar-26,ccf627d0a,Louyet Re-used,769,25,744,32, 95.7 %,99.19%,Ent
Mar-26,cd34da2f2,Beaver County Auto,"1,727",521,"1,206",213, 82.34 %,94.53%,Ent
Mar-26,cd4fb95bc,"S&L Motors, Pulaski WI","1,155",0,"1,155",110, 90.48 %,95.93%,Ent
Mar-26,cdca96e86,AutoGiant USA,"33,573","9,388","24,185","3,435", 85.8 %,99.01%,Mid
Mar-26,cdcfb6158,greenway auto group 2,"19,545",0,"19,545","1,343", 93.13 %,98.15%,Ent
Mar-26,cdea95437,Pearl Chrysler Jeep Dodge & Ram,"2,652",0,"2,652",184, 93.06 %,99.1%,Mid
Mar-26,ce93dfe80,Joshua Trownsell,"5,416","2,116","3,300",567, 82.82 %,96.52%,Mid
Mar-26,cecef60ce,Raleigh Imports,701,0,701,50, 92.87 %,99.71%,SMB
Mar-26,cfa16f31b,Husker Chevrolet,"8,681",0,"8,681",673, 92.25 %,99.69%,Ent
Mar-26,d058bfeb5,Richard lawson autoecosse,"1,046",0,"1,046",65, 93.79 %,99.62%,SMB
Mar-26,d05d096b7,House Chevrolet Co.,"3,567",0,"3,567",206, 94.22 %,99.78%,Ent
Mar-26,d0d5ea9c0,Beverly Hills Auto Group,"1,233",259,974,148, 84.8 %,99.38%,SMB
Mar-26,d0f892cd0,VÄRNAMO BILAFFÄR AB,467,0,467,28, 94 %,99.36%,SMB
Mar-26,d1319edae,Laramie Peak Motors LLC,"1,097",0,"1,097",151, 86.24 %,98.36%,SMB
Mar-26,d1552a209,Soliman Digital Inc.,288,0,288,28, 90.28 %,99.65%,SMB
Mar-26,d170cd650,Superb Auto Sales,160,0,160,6, 96.25 %,100%,SMB
Mar-26,d19521581,Kempton Chevrolet,"1,671",3,"1,668",247, 85.19 %,98.86%,Mid
Mar-26,d317be79b,Courtesy Chevrolet Center San Diego,"4,032",0,"4,032",400, 90.08 %,99.48%,Ent
Mar-26,d403d1975,Medgaarden's Southwest Sales Inc,215,65,150,11, 92.67 %,100%,SMB
Mar-26,d40ac93db,Velocity Automotive Inc,587,330,257,19, 92.61 %,100%,SMB
Mar-26,d45432dcd,"Runde Chevrolet, Inc.","5,709",0,"5,709",584, 89.77 %,98.95%,Ent
Mar-26,d49ba90cf,North Jersey Automotive,538,191,347,146, 57.93 %,93.37%,Mid
Mar-26,d4aac809f,Pritchard Companies,"12,438",601,"11,837","1,110", 90.62 %,99.02%,Ent
Mar-26,d5c8d1199,Wood Motor Company,"4,929",388,"4,541",166, 96.34 %,99.82%,Ent
Mar-26,d71edc99b,GoldBoyz Auto Sales,"2,338",0,"2,338",358, 84.69 %,99.49%,SMB
Mar-26,d8dd768a0,Mt Orab Chevy,"8,919","3,275","5,644",445, 92.12 %,98.19%,Ent
Mar-26,d94a891e5,Simmons-Rockwell Automotive Dealerships,"10,243",121,"10,122",987, 90.25 %,98.71%,Ent
Mar-26,d9a4651a6,ROCHESTER VOLKSWAGEN,792,0,792,48, 93.94 %,99.87%,Ent
Mar-26,d9e6f6263,Kian Motors INC,"9,567","1,613","7,954",803, 89.9 %,98.63%,Mid
Mar-26,da6f191a7,G Town Motors,855,0,855,67, 92.16 %,99.53%,SMB
Mar-26,daa086783,Voss Village Cadillac,182,10,172,13, 92.44 %,100%,Ent
Mar-26,db13a8514,Berkshire Van Centre,120,1,119,13, 89.08 %,100%,SMB
Mar-26,dc8229a99,Autohighway,695,217,478,103, 78.45 %,91.63%,SMB
Mar-26,dc955d79f,Clear Auto Dartmouth,474,143,331,36, 89.12 %,98.49%,SMB
Mar-26,dea388e11,Curry Acura,"2,424",765,"1,659",184, 88.91 %,99.58%,Ent
Mar-26,df4585633,BROWN BROTHERS AUTOMOTIVE,392,0,392,24, 93.88 %,100%,SMB
Mar-26,e0c2bab61,Buersche Automobile,508,18,490,56, 88.57 %,98.98%,SMB
Mar-26,e2394e4d7,ZT Automotive,"7,002","1,690","5,312",529, 90.04 %,99.49%,Ent
Mar-26,e258a7579,Bob King,"27,397","12,731","14,666","4,675", 68.12 %,74.4%,Ent
Mar-26,e271d9c93,Blasius South,"2,306",13,"2,293",225, 90.19 %,99.61%,Ent
Mar-26,e2ea1524e,Flood Auto Group,"5,400",588,"4,812",627, 86.97 %,98.77%,Ent
Mar-26,e567f183d,Long Automotive Group,"1,545",108,"1,437",132, 90.81 %,98.4%,Ent
Mar-26,e73a02036,Emerald Chevrolet,"2,919",660,"2,259",157, 93.05 %,99.42%,Mid
Mar-26,e743e36b8,Charlie Clark Hyundai Pharr,43,43,0,0,,,SMB
Mar-26,e76205faf,First Class Auto Sales LLC,678,92,586,8, 98.63 %,100%,SMB
Mar-26,e7667115e,Top one motors,50,31,19,3, 84.21 %,100%,SMB
Mar-26,e795be15e,2Mazda,"1,043",59,984,71, 92.78 %,98.98%,Ent
Mar-26,e7c70ee5c,Capital Chevrolet Inc.,"21,656","8,804","12,852","1,429", 88.88 %,98.43%,Ent
Mar-26,e80cf936b,Preston Motor Automotive Group,"58,481","19,770","38,711","3,086", 92.03 %,99.34%,Ent
Mar-26,e87ccc17e,"Scotland Motors, Inc.",499,14,485,30, 93.81 %,99.79%,SMB
Mar-26,e89409525,4 Season Motors LLC,"4,678","2,496","2,182",205, 90.6 %,99.08%,SMB
Mar-26,e91b8a8fe,Lewiston Auto,"5,344","2,907","2,437",295, 87.89 %,97.91%,Mid
Mar-26,ea698a06f,AUTO HOUSE NRB,354,1,353,15, 95.75 %,100%,SMB
Mar-26,ea6d12800,Victory Motors - Chesterfield,"1,125",0,"1,125",72, 93.6 %,99.47%,Ent
Mar-26,eaab7f702,Amato Hyundai Of Glendale,"2,719",9,"2,710",762, 71.88 %,91.96%,Ent
Mar-26,eaee06605,Jim O’Connor Select Auto,36,15,21,2, 90.48 %,100%,SMB
Mar-26,eb4f0c7af,Dimmitt Automotive Group,"35,589","23,076","12,513",771, 93.84 %,99.49%,Ent
Mar-26,ebc6eda0a,ICL Autos,"20,032","8,023","12,009",475, 96.04 %,99.55%,Ent
Mar-26,ec0a74d67,Team Nissan Inc,"1,424",238,"1,186",95, 91.99 %,99.92%,Mid
Mar-26,ec7fa01a5,Al Piemonte,"12,366","3,162","9,204",598, 93.5 %,99.68%,Ent
Mar-26,eccade830,Harper Chevrolet GMC,408,38,370,44, 88.11 %,99.73%,Mid
Mar-26,ed12bedfe,Korf Ford,97,0,97,18, 81.44 %,95.88%,Ent
Mar-26,ed7294b39,Euro Tech,380,70,310,47, 84.84 %,97.1%,Ent
Mar-26,edb88e728,Subaru of Cherry Hill LLC,"2,341",851,"1,490",92, 93.83 %,100%,Mid
Mar-26,ef09d889d,Victory Automotive Group,"24,676","11,428","13,248",554, 95.82 %,99.77%,Ent
Mar-26,efd988503,SAS SELLIT,"1,053",115,938,96, 89.77 %,99.04%,SMB
Mar-26,f01410f91,Alliance Cars Limited,"2,264",4,"2,260",157, 93.05 %,99.42%,SMB
Mar-26,f0a3aeb41,"Planet Honda, Planet Hyundai, Leo Payne Honda & Ge","13,835","8,429","5,406",697, 87.11 %,96.91%,Ent
Mar-26,f0b47313d,Lexus of Merrillville,"1,064",0,"1,064",49, 95.39 %,99.15%,Mid
Mar-26,f2bcf9909,Prestige Auto Sales,"1,854",16,"1,838",233, 87.32 %,99.46%,SMB
Mar-26,f2c1c3e12,Jim Schmidt Automotive,"14,716","4,311","10,405","1,460", 85.97 %,98.76%,Ent
Mar-26,f2e953679,Altawkilat,405,0,405,13, 96.79 %,100%,Resellers
Mar-26,f37e2e818,Szilagyi Gabriella,"2,359",104,"2,255",132, 94.15 %,99.78%,Mid
Mar-26,f41cf9b81,Rusnak Auto Group - Mercedes- Benz of Arcadia,8,8,0,0,,,Ent
Mar-26,f55c43f3a,Elite Auto Marketing Solutions,"44,892",918,"43,974","2,341", 94.68 %,99.57%,Resellers
Mar-26,f56cc4fc5,Pointe Buick Gmc,"1,057",323,734,66, 91.01 %,99.18%,Mid
Mar-26,f5d12670d,Teton solutions Group,"29,722",50,"29,672","1,840", 93.8 %,99.71%,Resellers
Mar-26,f6723848f,Finn's Discount Auto,344,0,344,24, 93.02 %,100%,SMB
Mar-26,f67f3cfc7,KL Honda,87,0,87,3, 96.55 %,100%,Mid
Mar-26,f6fa3b3ac,West Mitsubishi,"1,761",689,"1,072",170, 84.14 %,91.7%,Mid
Mar-26,f7648a6e0,Calgary Truck,"1,120",537,583,17, 97.08 %,100%,SMB
Mar-26,f7dab289a,Whitewater Motors,282,0,282,11, 96.1 %,100%,SMB
Mar-26,f88f486fb,Robert street auto sales,397,240,157,16, 89.81 %,99.36%,SMB
Mar-26,f8c8d9175,Startin Group,"16,326","2,011","14,315",581, 95.94 %,99.9%,Ent
Mar-26,f938531ba,Fine Cars (Lee on Solent) Ltd,596,113,483,17, 96.48 %,100%,SMB
Mar-26,f95f2d883,Bill Cole AutoMall Bluefield,"5,633","2,250","3,383",310, 90.84 %,99.35%,Ent
Mar-26,f968f02c4,Event Motoring,609,18,591,81, 86.29 %,95.77%,SMB
Mar-26,f99ee97cd,Automatch,"1,833",0,"1,833",118, 93.56 %,97.82%,Mid
Mar-26,fa07d6b63,Georgia Auto World,"5,062",93,"4,969",524, 89.45 %,99.07%,Ent
Mar-26,fac737203,Mega Motors,958,434,524,24, 95.42 %,98.66%,SMB
Mar-26,fb057bb7a,Van Mossel,"9,129","5,479","3,650",220, 93.97 %,99.92%,Ent
Mar-26,fb11e671a,Bentley Jacksonville,"3,943","1,055","2,888",360, 87.53 %,98.16%,Ent
Mar-26,fb3bd6e77,Cartrust S.A.,289,102,187,6, 96.79 %,100%,SMB
Mar-26,fbc679f01,Lewis Auto Group,"7,982",488,"7,494",342, 95.44 %,99.96%,Resellers
Mar-26,fcc547850,Van Horn Automotive Group,"72,490","19,298","53,192","4,149", 92.2 %,99.11%,Ent
Mar-26,fd6a84e32,Inmersiva,152,40,112,12, 89.29 %,94.64%,Resellers
Mar-26,fdfde0db4,Sithari Cars Limited,"1,655",3,"1,652",107, 93.52 %,99.15%,SMB
Mar-26,fe060b2d8,GETCAR LLC,929,298,631,36, 94.29 %,98.42%,Resellers
Mar-26,fe5ccd957,Netlook Prod All Image ,193,193,0,0,,,SMB
Mar-26,feb6c84e0,Smartlot All image set,"4,692",357,"4,335",325, 92.5 %,100%,SMB
Mar-26,ff1f0c584,Clarvio,315,216,99,24, 75.76 %,92.93%,Resellers
Mar-26,ff9cc24f4,Lee Group,"3,844","1,380","2,464",122, 95.05 %,99.88%,Ent
Mar-26,ffc453a6b,LUXURY IMPORTS,541,0,541,27, 95.01 %,97.97%,SMB
Apr-26,008bd89e8,"Germain of Beavercreek I, LLC dba Germain Ford of ","22,488","11,741","10,747","2,652", 75.32 %,99.59%,Ent
Apr-26,00d2aafe9,IM Marketplace GmBH,"343,527","5,569","337,958","15,698", 95.36 %,99.78%,Ent
Apr-26,00ddd69aa,Beck Motors,"1,956",247,"1,709",224, 86.89 %,94.85%,SMB
Apr-26,00e6652a1,Rohrich Automotive Group,"8,378","2,684","5,694",654, 88.51 %,98.63%,Ent
Apr-26,0180ac645,Adams Jeep of Maryland Inc,380,30,350,31, 91.14 %,99.43%,Mid
Apr-26,01b29ad1d,ES Butler Motors Ltd,140,0,140,15, 89.29 %,100%,SMB
Apr-26,022fda615,Loyalty Used Car Supercenter,"1,024",373,651,31, 95.24 %,99.69%,Ent
Apr-26,0303712a0,Dave Syverson Auto Center,"5,353","3,140","2,213",548, 75.24 %,96.34%,Ent
Apr-26,038268a7d,Auto Dobrovolny V.M. s.r.o.,"1,097",0,"1,097",162, 85.23 %,97.08%,SMB
Apr-26,038f74046,Denver Auto,139,0,139,21, 84.89 %,97.84%,SMB
Apr-26,041b66a4f,Key West Ford Sales Ltd,"1,455",181,"1,274",97, 92.39 %,99.29%,Mid
Apr-26,0466e634b,Tauke Motors Incorporated,"1,676",81,"1,595",131, 91.79 %,99.75%,Mid
Apr-26,04c641d68,Chip Tuning Finland Oy (Autolux),638,28,610,61, 90 %,100%,SMB
Apr-26,05804cbdf,Motor World Stoke limited,824,0,824,61, 92.6 %,98.91%,SMB
Apr-26,05c8dbbe2,Twin Rivers Auto Group,"1,150",0,"1,150",204, 82.26 %,98.61%,Mid
Apr-26,06b94a44d,ml autos,283,0,283,21, 92.58 %,100%,SMB
Apr-26,07365da9c,Brownboys Motorclub,27,0,27,4, 85.19 %,100%,SMB
Apr-26,07dda277e,Globe Automotive,"2,797",67,"2,730",246, 90.99 %,99.56%,SMB
Apr-26,081c3a3b8,Strategic Vehicle Solutions,"1,995",206,"1,789",87, 95.14 %,99.11%,Mid
Apr-26,08452f559,Forrester Lincoln,"4,411","1,492","2,919",288, 90.13 %,98.97%,Mid
Apr-26,08dc7396c,Diffee Ford Lincoln,"1,471",657,814,112, 86.24 %,99.51%,Mid
Apr-26,0933d658a,Greenway Automotive Group,"107,485","7,479","100,006","9,539", 90.46 %,99.42%,Ent
Apr-26,0946c5c48,Haji Zaman Safi Motors FZE,195,0,195,31, 84.1 %,99.49%,SMB
Apr-26,095e38e26,Quality Cars Zaventem,"1,125",24,"1,101",56, 94.91 %,99.73%,SMB
Apr-26,09689dccc,"Fornova, Comércio e Assistência de  Veículos Lda","1,038","1,021",17,1, 94.12 %,100%,SMB
Apr-26,0980fbfb5,Silverline Auto Group,292,73,219,38, 82.65 %,97.26%,Ent
Apr-26,0b37725f8,Gaye Chevrolet,"1,007",0,"1,007",256, 74.58 %,97.52%,SMB
Apr-26,0b430981d,Wood Motor Company,"17,059",7,"17,052","1,209", 92.91 %,99.17%,Ent
Apr-26,0b6e260c2,Star Motors,"1,966",534,"1,432",189, 86.8 %,99.51%,SMB
Apr-26,0b714cd68,Piryani Pty Ltd TA Galaxy Autos,302,0,302,37, 87.75 %,99.01%,SMB
Apr-26,0c217975e,Autoshop Services & Second Car Center LLC,192,0,192,18, 90.63 %,98.44%,SMB
Apr-26,0c4830006,TORSVIKS BIL AB,823,3,820,78, 90.49 %,99.02%,SMB
Apr-26,0c519f5f2,SI Vallett Auto Sales,889,258,631,208, 67.04 %,90.97%,SMB
Apr-26,0cf7fa363,"iDeal Auto Imports, LLC","1,358",371,987,133, 86.52 %,99.7%,SMB
Apr-26,0d1f288be,Northstar Kia,"6,082","1,990","4,092",454, 88.91 %,98.68%,Ent
Apr-26,0dbd7f1a9,Auto Luís,102,8,94,6, 93.62 %,98.94%,SMB
Apr-26,0e5268330,Bitcodi,12,0,12,1, 91.67 %,100%,Resellers
Apr-26,0eee6a3c0,Yoder Family of Companies,"5,969",0,"5,969",862, 85.56 %,97.3%,Ent
Apr-26,10068fb52,Kia Vancouver,"7,259",33,"7,226",830, 88.51 %,97.62%,Ent
Apr-26,10bb841f8,Gettel Automotive Group,"206,489","104,346","102,143","12,626", 87.64 %,98.53%,Ent
Apr-26,1145eab0b,Eddie Gilstrap Motors,"1,280",0,"1,280",176, 86.25 %,98.83%,Mid
Apr-26,119b87e93,Turpin Dodge Chrysler Jeep Ram,"1,173",0,"1,173",159, 86.45 %,98.89%,Mid
Apr-26,11c8ecc4b,Sherwood Ford,"10,716","6,592","4,124",369, 91.05 %,98.84%,Mid
Apr-26,1291a4fc6,Dorsett Automotive,"8,447","2,130","6,317","1,128", 82.14 %,97.12%,Ent
Apr-26,12a0f97ce,Curry Chevrolet,"2,615",911,"1,704",167, 90.2 %,99.59%,Ent
Apr-26,12dd17590,Davidson Auto Group,"11,054",155,"10,899","2,039", 81.29 %,97.23%,Ent
